#TYPE AzureOperation
"ProviderNamespace","ProviderName","Operation","OperationName","ResourceName","Description","IsDataAction"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/accounts/TextTranslation/batches/write","Submit Document Translation Request","Document Translation Requests Operations","Submit a bulk (batch) translation request to the Document Translation service.","True"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/accounts/TextTranslation/breaksentence/action","Sentence Breaker","Translator Text API","Identifies the positioning of sentence boundaries in a piece of text.","True"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/accounts/TextTranslation/detect/action","Detect","Translator Text API","Identifies the language of a piece of text.","True"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/accounts/TextTranslation/dictionary/examples/action","Dictionary Examples","dictionary","Provides examples that show how terms in the dictionary are used in context. This operation is used in tandem with Dictionary lookup.","True"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/accounts/TextTranslation/dictionary/lookup/action","Dictionary Lookup","dictionary","Provides alternative translations for a word and a small number of idiomatic phrases. Each translation has a part-of-speech and a list of back-translations. The back-translations enable a user to understand the translation in context. The Dictionary Example operation allows further drill down to see example uses of each translation pair.","True"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/accounts/TextTranslation/documents/formats/read","Read Supported Documents Formats","Supported Documents Formats","List document formats supported by the Document Translation service.","True"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/accounts/TextTranslation/glossaries/formats/read","Read Supported Glossaries Formats","Supported Glossaries Formats","List glossary formats supported by the Document Translation service.","True"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/accounts/TextTranslation/languages/read","Languages","languages","Gets the set of languages currently supported by other operations of the Translator Text API.","True"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/accounts/TextTranslation/storagesources/read","Read Supported Storage Sources","Supported Storage Sources Information","List storage sources/options supported by the Document Translation service.","True"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/accounts/TextTranslation/translate/action","Translate","Translator Text API","Translates text.","True"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/accounts/TextTranslation/transliterate/action","Transliterate","Translator Text API","Converts text in one language from one script to another script.","True"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/accounts/usages/read","Get the quota usage for an existing resource","Cognitive Services API Account","Get the quota usage for an existing resource.","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/accounts/VideoSearch/details/action","Get video details","Video Search - v7","Get insights about a video, such as related videos.","True"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/accounts/VideoSearch/search/action","Video search","Video Search - v7","Get videos relevant for a given query.","True"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/accounts/VideoSearch/trending/action","Get trending videos","Video Search - v7","Get currently trending videos.","True"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/accounts/VisualSearch/search/action","Visual Search","Visual Search - v7","Returns a list of tags relevant to the provided image","True"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/accounts/WebSearch/search/action","Search","Web Search - v7","Get web, image, news, & videos results for a given query.","True"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/accounts/write","Write API Account","Cognitive Services API Account","Writes API Accounts.","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/checkDomainAvailability/action","Reads avaible SKUs for an subscription.","","Reads avaible SKUs for an subscription.","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/locations/checkSkuAvailability/action","Reads avaible SKUs for an subscription.","Cognitive Services API Account","Reads avaible SKUs for an subscription.","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/locations/commitmentTiers/read","Read Available Commitment Tiers","Commitment Tier","Reads available commitment tiers.","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/locations/deleteVirtualNetworkOrSubnets/action","Notification from Microsoft.Network of deleting VirtualNetworks or Subnets.","Cognitive Services API Account","Notification from Microsoft.Network of deleting VirtualNetworks or Subnets.","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/locations/networkSecurityPerimeterProxies/delete","Delete  a network security perimeter","Network security perimeter resource","Deletes  a network security perimeter.","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/locations/networkSecurityPerimeterProxies/profileProxies/delete","Delete a network security perimeter profile","Network security perimeter profile resource","Deletes a network security perimeter profile.","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/locations/networkSecurityPerimeterProxies/profileProxies/delete","Delete a network security perimeter rule","Network security perimeter profile resource","Deletes a network security perimeter rule.","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/locations/networkSecurityPerimeterProxies/profileProxies/read","Read a network security perimeter profile","Network security perimeter profile resource","Reads a network security perimeter profile.","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/locations/networkSecurityPerimeterProxies/profileProxies/read","Read a network security perimeter rule","Network security perimeter profile resource","Reads a network security perimeter rule.","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/locations/networkSecurityPerimeterProxies/profileProxies/write","Write a network security perimeter profile","Network security perimeter profile resource","Writes a network security perimeter profile.","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/locations/networkSecurityPerimeterProxies/profileProxies/write","Write a network security perimeter rule","Network security perimeter profile resource","Writes a network security perimeter rule.","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/locations/networkSecurityPerimeterProxies/read","Read a network security perimeter","Network security perimeter resource","Reads a network security perimeter.","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/locations/networkSecurityPerimeterProxies/write","Write a network security perimeter","Network security perimeter resource","Writes a network security perimeter.","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/locations/notifyNetworkSecurityPerimeterUpdatesAvailable/action","Notification from Microsoft.Network of NetworkSecurityPerimeter updates.","Cognitive Services API Account","Notification from Microsoft.Network of NetworkSecurityPerimeter updates.","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/locations/operationresults/read","Read Operation Result.","Operation Results","Read the status of an asynchronous operation.","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/Operations/read","List Operations","Cognitive Services Operation","List all available operations","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/register/action","Subscription Registration Action","","Subscription Registration Action","False"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Microsoft.CognitiveServices/register/action","Register Subscription with Microsoft.CognitiveServices resource provider","","Registers Subscription for Cognitive Services","False"
"Microsoft Commerce","Microsoft.Commerce","Microsoft.Commerce/RateCard/read","Read Rate Card","RateCard","Returns offer data, resource/meter metadata and rates for the given subscription.","False"
"Microsoft Commerce","Microsoft.Commerce","Microsoft.Commerce/register/action","Register Subscription","","Register Subscription for Microsoft Commerce UsageAggregate","False"
"Microsoft Commerce","Microsoft.Commerce","Microsoft.Commerce/unregister/action","unregister Subscription","","Unregister Subscription for Microsoft Commerce UsageAggregate","False"
"Microsoft Commerce","Microsoft.Commerce","Microsoft.Commerce/UsageAggregates/read","Read Usage Aggregates","Usage Aggregates","Retrieves Microsoft Azure’s consumption  by a subscription. The result contains aggregates usage data, subscription and resource related information, on a particular time range.","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/CheckNameAvailability/action","Check if a name is available","","Checks if a name is available","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/CommunicationServices/Delete","Deletes communication service","Communication Service","Deletes communication services","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/CommunicationServices/LinkNotificationHub/action","Link an Azure Notification Hub to the communication service","Communication Service","Links an Azure Notification Hub to the communication service","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/CommunicationServices/ListKeys/action","List keys for a communication service","Communication Service","Reads the keys for a communication service","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/CommunicationServices/Read","Gets/Lists communication services","Communication Service","Reads communication services","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/CommunicationServices/RegenerateKey/action","Regenerate a key for a communication service","Communication Service","Regenerates the primary or secondary key for a communication service","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/CommunicationServices/Write","Create/update communication services","Communication Service","Writes communication services","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/EmailServices/delete","EmailService_Delete","EmailServices","Operation to delete a EmailService.","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/EmailServices/Domains/CancelVerification/action","Domain_CancelVerification","Domains","Cancel verification of Dns record.","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/EmailServices/Domains/delete","Domain_Delete","Domains","Operation to delete a Domain resource.","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/EmailServices/Domains/InitiateVerification/action","Domain_InitiateVerification","Domains","Initiate verification of Dns record.","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/EmailServices/Domains/read","Domain_Get","Domains","Get the email Domain and its properties.","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/EmailServices/Domains/RevokeVerification/action","Domain_RevokeVerification","Domains","Revoke existing verified status of a Dns record.","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/EmailServices/Domains/write","Domain_CreateOrUpdate","Domains","Add a new Domain under the parent EmailService resource or update an existing Domain resource.","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/EmailServices/read","EmailService_Get","EmailServices","Get the EmailService and its properties.","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/EmailServices/verifiedExchangeOnlineDomains/action","EmailService_ListVerifiedDomainsFromExchangeOnline","EmailServices","List Verified Domains from the exchange online tenant.","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/EmailServices/write","EmailService_CreateOrUpdate","EmailServices","Get the EmailService and its properties.","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/Locations/OperationStatuses/read","OperationStatuses_Get","OperationStatuses","Reads the status of an async operation","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/Operations/read","Gets/Lists operations","Operations","Reads operations","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/Register/Action","Registers Microsoft.Communication resource provider","","Registers Microsoft.Communication resource provider","False"
"Azure Communication Services","Microsoft.Communication","Microsoft.Communication/Unregister/Action","Unregisters Microsoft.Communication resource provider","","Unregisters Microsoft.Communication resource provider","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/availabilitySets/delete","Delete Availability Set","Availability Sets","Deletes the availability set","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/availabilitySets/read","Get Availablity Set","Availability Sets","Get the properties of an availability set","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/availabilitySets/vmSizes/read","List Virtual Machine Sizes for Availability Set","Virtual Machine Size for Availability set","List available sizes for creating or updating a virtual machine in the availability set","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/availabilitySets/write","Create or Update Availability Set","Availability Sets","Creates a new availability set or updates an existing one","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/capacityReservationGroups/capacityReservations/delete","Delete Capacity Reservation","Capacity Reservations","Deletes the capacity reservation","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/capacityReservationGroups/capacityReservations/read","Get Capacity Reservation","Capacity Reservations","Get the properties of a capacity reservation","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/capacityReservationGroups/capacityReservations/write","Create or Update Capacity Reservation","Capacity Reservations","Creates a new capacity reservation or updates an existing capacity reservation","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/capacityReservationGroups/delete","Delete Capacity Reservation Group","Capacity Reservation Groups","Deletes the capacity reservation group","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/capacityReservationGroups/deploy/action","Deploy a new VM/VMSS using Capacity Reservation Group","Capacity Reservation Groups","Deploy a new VM/VMSS using Capacity Reservation Group","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/capacityReservationGroups/read","Get Capacity Reservation Group","Capacity Reservation Groups","Get the properties of a capacity reservation group","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/capacityReservationGroups/write","Create or Update Capacity Reservation Group","Capacity Reservation Groups","Creates a new capacity reservation group or updates an existing capacity reservation group","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/delete","Delete the CloudService.","Cloud Service Resource","Deletes the CloudService.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/delete/action","Deletes role instances in a CloudService.","Cloud Service Resource","Deletes role instances in a CloudService.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/instanceView/read","Gets the status of a CloudService.","Cloud Service Instance View.","Gets the status of a CloudService.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/poweroff/action","Power off the CloudService.","Cloud Service Resource","Power off the CloudService.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/read","Get CloudService.","Cloud Service Resource","Get the properties of a CloudService.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/rebuild/action","Rebuilds all the disks in the role instances in a CloudService.","Cloud Service Resource","Reimage all the  role instances in a CloudService.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/reimage/action","Reimage one or more role instances in a CloudService.","Cloud Service Resource","Rebuilds all the disks in the role instances in a CloudService.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/restart/action","Restarts one or more role instances in a CloudService.","Cloud Service Resource","Restarts one or more role instances in a CloudService.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/roleInstances/delete","Deletes a RoleInstance from CloudService.","Cloud Service Role Instance","Deletes a RoleInstance from CloudService.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/roleInstances/instanceView/read","Gets the status of a role instance from a CloudService.","Cloud Service RoleInstance Instance View.","Gets the status of a role instance from a CloudService.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/roleInstances/read","Gets a RoleInstance from CloudService.","Cloud Service Role Instance","Gets a RoleInstance from CloudService.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/roleInstances/rebuild/action","Rebuild all the disks in a CloudService.","Cloud Service Role Instance","Rebuild all the disks in a CloudService.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/roleInstances/reimage/action","Reimage a role instance of a CloudService.","Cloud Service Role Instance","Reimage a role instance of a CloudService.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/roleInstances/restart/action","Restart a role instance of a CloudService","Cloud Service Role Instance","Restart a role instance of a CloudService","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/roles/read","Gets a role from a CloudService.","CloudService Roles","Gets a role from a CloudService.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/roles/write","Scale instances in a Role","CloudService Roles","Scale instances in a Role","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/start/action","Starts the CloudService.","Cloud Service Resource","Starts the CloudService.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/updateDomains/read","Gets a list of all update domains in a CloudService.","Cloud Service Update Domains.","Gets a list of all update domains in a CloudService.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/cloudServices/write","Create or Update CloudService.","Cloud Service Resource","Created a new CloudService or Update an existing one.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/diskAccesses/delete","Delete DiskAccess","DiskAccesses","Delete a DiskAccess resource","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/diskAccesses/privateEndpointConnectionProxies/delete","Delete PrivateEndpointConnectionProxy","DiskAccess PrivateEndpointConnection proxies","Delete a Private Endpoint Connection Proxy","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/diskAccesses/privateEndpointConnectionProxies/read","Get PrivateEndpointConnectionProxy","DiskAccess PrivateEndpointConnection proxies","Get the properties of a private endpoint connection proxy","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/diskAccesses/privateEndpointConnectionProxies/validate/action","Validate PrivateEndpointConnectionProxy","DiskAccess PrivateEndpointConnection proxies","Validate a Private Endpoint Connection Proxy object","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/diskAccesses/privateEndpointConnectionProxies/write","Create PrivateEndpointConnectionProxy","DiskAccess PrivateEndpointConnection proxies","Create a new Private Endpoint Connection Proxy","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/diskAccesses/privateEndpointConnections/delete","Delete PrivateEndpointConnection","DiskAccess PrivateEndpointConnections","Delete a Private Endpoint Connection","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/diskAccesses/privateEndpointConnections/read","Get PrivateEndpointConnection","DiskAccess PrivateEndpointConnections","Get a Private Endpoint Connection","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/diskAccesses/privateEndpointConnections/write","Approve or Reject PrivateEndpointConnection","DiskAccess PrivateEndpointConnections","Approve or Reject a Private Endpoint Connection","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/diskAccesses/privateEndpointConnectionsApproval/action","Auto Approve PrivateEndpointConnections","DiskAccesses","Auto Approve a Private Endpoint Connection","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/diskAccesses/read","Get DiskAccess","DiskAccesses","Get the properties of DiskAccess resource","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/diskAccesses/write","Create or Update DiskAccess","DiskAccesses","Create a new DiskAccess resource or update an existing one","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/diskEncryptionSets/delete","Delete disk encryption set","DiskEncryptionSets","Delete a disk encryption set","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/diskEncryptionSets/read","Get disk encryption set","DiskEncryptionSets","Get the properties of a disk encryption set","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/diskEncryptionSets/write","Create or update disk encryption set","DiskEncryptionSets","Create a new disk encryption set or update an existing one","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/disks/beginGetAccess/action","Get Disk SAS URI","Disks","Get the SAS URI of the Disk for blob access","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/disks/delete","Delete Disk","Disks","Deletes the Disk","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/disks/download/action","Disk export data operation","Disks","Perform read data operations on Disk SAS Uri","True"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/disks/endGetAccess/action","Revoke Disk SAS URI","Disks","Revoke the SAS URI of the Disk","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/disks/read","Get Disk","Disks","Get the properties of a Disk","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/disks/upload/action","Disk upload data operation","Disks","Perform write data operations on Disk SAS Uri","True"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/disks/write","Create or Update Disk","Disks","Creates a new Disk or updates an existing one","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/galleries/applications/delete","Delete Gallery Application","GalleryApplications","Deletes the Gallery Application","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/galleries/applications/read","Get Gallery Application","GalleryApplications","Gets the properties of Gallery Application","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/galleries/applications/versions/delete","Delete Gallery Application Version","GalleryApplicationVersions","Deletes the Gallery Application Version","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/galleries/applications/versions/read","Get Gallery Application Version","GalleryApplicationVersions","Gets the properties of Gallery Application Version","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/galleries/applications/versions/write","Create or Update Gallery Application Version","GalleryApplicationVersions","Creates a new Gallery Application Version or updates an existing one","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/galleries/applications/write","Create or Update Gallery Application","GalleryApplications","Creates a new Gallery Application or updates an existing one","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/galleries/delete","Delete Gallery","Galleries","Deletes the Gallery","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/galleries/images/delete","Delete Gallery Image","GalleryImages","Deletes the Gallery Image","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/galleries/images/read","Get Gallery Image","GalleryImages","Gets the properties of Gallery Image","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/galleries/images/versions/delete","Delete Gallery Image Version","GalleryImageVersions","Deletes the Gallery Image Version","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/galleries/images/versions/read","Get Gallery Image Version","GalleryImageVersions","Gets the properties of Gallery Image Version","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/galleries/images/versions/write","Create or Update Gallery Image Version","GalleryImageVersions","Creates a new Gallery Image Version or updates an existing one","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/galleries/images/write","Create or Update Gallery Image","GalleryImages","Creates a new Gallery Image or updates an existing one","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/galleries/read","Get Gallery","Galleries","Gets the properties of Gallery","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/galleries/share/action","Share Gallery","Galleries","Shares a Gallery to different scopes","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/galleries/write","Create or Update Gallery","Galleries","Creates a new Gallery or updates an existing one","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/hostGroups/delete","Delete Host Group","Host Groups","Deletes the host group","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/hostGroups/hosts/delete","Delete Host","Hosts","Deletes the host","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/hostGroups/hosts/read","Get Host","Hosts","Get the properties of a host","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/hostGroups/hosts/write","Create or Update Host","Hosts","Creates a new host or updates an existing host","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/hostGroups/read","Get Host Group","Host Groups","Get the properties of a host group","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/hostGroups/write","Create or Update Host Group","Host Groups","Creates a new host group or updates an existing host group","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/images/delete","Delete Image","Images","Deletes the image","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/images/read","Get Image","Images","Get the properties of the Image","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/images/write","Create or Update Image","Images","Creates a new Image or updates an existing one","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/capsOperations/read","Get Caps Operation","CapsOperation","Gets the status of an asynchronous Caps operation","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/cloudServiceOsFamilies/read","Read Cloud Service OS Family","CloudService OS Families","Read any guest OS Family that can be specified in the XML service configuration (.cscfg) for a Cloud Service.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/cloudServiceOsVersions/read","Read Cloud Service OS Version","CloudService OS Versions","Read any guest OS Version that can be specified in the XML service configuration (.cscfg) for a Cloud Service.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/diagnosticOperations/read","Gets Compute DiagnsoticOperation","DiagnosticOperations","Gets status of a Compute Diagnostic operation","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/diagnostics/diskInspection/action","Run DiskInspection Diagnostic","Diagnostics","Create a request for executing DiskInspection Diagnostic","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/diagnostics/diskInspection/read","Get DiskInspection Diagnostics","Diagnostics","Gets the properties of DiskInspection Diagnostic","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/diagnostics/read","Get Compute Diagnostics","Diagnostics","Gets the properties of all available Compute Disgnostics","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/diskOperations/read","Get Disk Operation","DiskOperation","Gets the status of an asynchronous Disk operation","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/edgeZones/publishers/artifacttypes/offers/read","Get Platform Image Offer in an edge zone","Platform Image Offers in an edge zone","Get the properties of a Platform Image Offer in an edge zone","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/edgeZones/publishers/artifacttypes/offers/skus/read","Get Platform Image Sku in an edge zone","Platform Image Skus in an edge zone","Get the properties of a Platform Image Sku in an edge zone","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/edgeZones/publishers/artifacttypes/offers/skus/versions/read","Get Platform Image Version in an edge zone","Platform Image Versions in an edge zone","Get the properties of a Platform Image Version in an edge zone","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/edgeZones/publishers/read","Get Publisher in an edge zone","Publishers in an edge zone","Get the properties of a Publisher in an edge zone","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/logAnalytics/getRequestRateByInterval/action","Create logs to show total requests by time interval","Log Analytics","Create logs to show total requests by time interval to aid throttling diagnostics.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/logAnalytics/getThrottledRequests/action","Create logs to show aggregates of throttled requests","Log Analytics","Create logs to show aggregates of throttled requests grouped by ResourceName, OperationName, or the applied Throttle Policy.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/operations/read","Get Operation","Operation","Gets the status of an asynchronous operation","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/privateEndpointConnectionProxyAzureAsyncOperation/read","Get PrivateEndpointConnectionProxy Operation","PrivateEndpointConnectionProxy AzureAsyncOperation","Get the status of asynchronous Private Endpoint Connection Proxy operation","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/privateEndpointConnectionProxyOperationResults/read","Get PrivateEndpointConnectionProxyOperationResults","PrivateEndpointConnectionProxyOperation Results","Get the results of Private Endpoint Connection Proxy operation","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/publishers/artifacttypes/offers/read","Get Platform Image Offer","Platform Image Offers","Get the properties of a Platform Image Offer","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/publishers/artifacttypes/offers/skus/read","Get Platform Image Sku","Platform Image Skus","Get the properties of a Platform Image Sku","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/publishers/artifacttypes/offers/skus/versions/read","Get Platform Image Version","Platform Image Versions","Get the properties of a Platform Image Version","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/publishers/artifacttypes/types/read","Get VMExtension Type","VMExtension Types","Get the properties of a VMExtension Type","False"
